,words,0,1,2,3,4,5,6,7,8,9
123,class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,clearli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,climat,1.7991216101469159,0.6224206718294947,3.4195877271278365,-3.1644417298048273,0.9792310205897464,-0.3130613231439804,-1.595208518452799,-1.757963320138504,-2.7800154861744524,1.1388978864449948
126,climateactionnow,3.276800764471931,-3.2012214376132904,-1.4530982463958468,0.4923554576552247,-0.1696021448752744,-0.6011842687636454,-0.6608247549505912,0.1708561674136046,-0.06138842475625995,0.1474306308950087
127,climatechang,1.3779046749090846,1.5703714145430945,-0.3294859323807236,-0.04258158528791458,0.018463322686254006,0.5959541824999475,-0.5840627620673676,-0.0991985763042029,-0.03584668527231789,0.14498423607329375
128,coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,coffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,collaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,colleg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,combat,0.38680843829714295,-0.06833601986595982,0.8383786029431488,-0.5232647515145689,0.26589910874700634,-0.4118808720155162,-0.025426225641159185,0.025092214702649218,-0.7878643385324273,-1.0418528902945934
133,compani,0.07589882495986773,0.020941234177662343,0.15752447817061238,0.04975772490286105,0.38809517490770856,-0.25905959784551347,-0.12428538219698776,0.11227296628920251,-0.40803082488775516,-0.885076310244059
134,concern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,condit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,consequ,0.6209392711098193,-0.1357503905506638,1.6342494387640554,-1.3422035712522973,-0.24250493186734295,-0.12904169800212298,-0.010012174665824908,1.5383196129352028,0.018728747268940513,-1.3660043168099105
137,continu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,contribut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,cop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,corybmorgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,cost,0.2249673694113865,0.08076631231440794,0.4613954700258124,-0.490848884119306,0.1532714067716932,-0.03194187326263373,-0.27270269140715125,-0.5716973183770966,-0.6355702181249662,0.2378010480554335
144,could,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,countri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,cours,0.45933871393749437,-0.016813118563287988,1.3644744959007735,-1.6736292562838255,0.667214781352671,-0.741254673427225,-0.5035396516254328,-1.8320249960583999,-3.3852726329208105,0.009394808521279292
147,creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,creek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,critic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,crucial,0.016084019657186383,0.038500813803283414,0.11389859917090721,-0.32136954870397944,-0.343308303545965,0.000740231889935892,-0.1689524090958322,-0.2610426729861559,-0.12308967642712478,0.70623791285279
151,csiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,current,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,cuz,0.38680843829714295,-0.06833601986595982,0.8383786029431488,-0.5232647515145689,0.26589910874700634,-0.4118808720155162,-0.025426225641159185,0.025092214702649218,-0.7878643385324273,-1.0418528902945934
154,cycl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,cyclic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,cyclon,1.230322031661193,-0.010390330925228147,3.0176248190531885,-0.5039041729657445,-0.5508376405257762,0.40717888993197965,1.1529933353874007,5.462156014135717,0.6921552085377736,0.4225154909453954
157,daili,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,dam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,david,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,day,0.3468850985914044,-0.10924841376227935,0.6974765899430871,0.42795937762269476,-1.2819059199919884,0.41460977791227355,-0.06684327017320424,-1.2732474528796363,-0.05527556616072995,-0.11999816640564485
161,deadli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,deal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,death,0.16888378801606885,-0.009299145844643492,0.35249522222990426,-0.20092874266206265,0.1158285672618867,-0.43059881170357567,-0.11427345687523953,-0.46216991749948055,-0.24854162667078883,0.4457590259985603
164,debt,-0.016370975209346595,0.050878499091320785,0.22966156073857896,0.00044082327733804567,0.019612992019175303,-0.07668625344846929,-0.17283068149024292,-0.45924325759628737,-0.16480068846042095,0.29600349523494784
165,decad,0.947808454883075,-0.2219734636015146,3.887595250297118,3.018654725694941,-0.4751384848938617,-0.43943587724096755,1.726829105355228,2.8929804373550114,-0.05598340662797818,-0.27256881374914765
166,decreas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,defund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,degre,0.15844437678404835,0.03894306697345571,0.421251109729009,-0.28317661727959603,0.07458795566124797,-0.3923362686781566,0.010748685043191188,-0.14207775727379998,0.46069511326976736,0.4867402274995797
169,delet,0.09643270785613925,0.03198368586883302,0.25688668615919574,-0.2258297389761413,0.035636187919246894,-0.24358834487842537,0.0879535478848565,-0.15656841589842052,0.38761472393250235,0.4888984066431649
170,demon,0.5083473088916519,0.007108473254720891,1.2550069531318784,-0.066722418259792,0.6760449395084933,-0.26961528560930026,-0.16077673083078664,-0.29312866710593033,-0.8142702244031634,-1.0160725277730416
171,denier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,depress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,destruct,0.05678096771043188,0.12635201705930113,0.46994133200072,0.36569164149150873,-1.124045289361131,-0.09681341049973707,-0.0675820898642204,-0.6377320046358086,-1.1053535964091719,0.07491390573964847
174,develop,0.2249673694113865,0.08076631231440794,0.4613954700258124,-0.490848884119306,0.1532714067716932,-0.03194187326263373,-0.27270269140715125,-0.5716973183770966,-0.6355702181249662,0.2378010480554335
175,die,0.21578433452610757,-0.06058591809897222,1.0028165767860489,-0.7839473791369855,-0.012627270741999125,-0.49194049139572593,-0.05829929332297208,-0.482742518563681,-0.7687836932785609,-0.42195367123586414
176,differ,1.294474879134016,1.5919694427308086,-0.7474811161245165,0.26056223806483986,-0.1284744278579226,-0.20482078065320924,0.46553254744715467,-0.061016088590237993,-0.17026485595630542,0.02275010294018908
177,dioxid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,disast,0.2134189408721088,0.024522153588192902,0.5531884060515156,0.0020762536550516307,-0.10295393305590486,0.027851977468977034,0.2449276472062743,1.383971601271742,0.295939257646392,0.15093053032664205
179,discuss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,diseas,0.3892685258629507,-0.03442110550571816,1.0456382388947258,-0.5087441022942047,0.26332485974193454,-0.5470158235263465,-0.024747056041138093,0.02383167785507673,-0.6985073844177736,-0.8338854093829909
181,disrupt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,disturb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,do,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,doctor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,document,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,donat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,dont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,doubl,0.8929708960623458,-0.4536811343418965,1.09628680396473,0.4299011857255929,0.6649536084041322,-0.6051031384470003,0.18226626344595473,0.12358961277775166,0.005579058050149993,-1.058963417880014
189,doubt,0.09444775825798334,-0.019521828397523214,-0.057051015505836876,-0.18497846101574716,0.2581869549636652,0.15690073348044203,-0.18590754083758054,0.5654530504916224,-0.33934239842856045,-1.0976966624444648
190,download,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,driver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,drop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,due,0.3625110036973862,-0.05306554716260753,0.7680884322013479,-0.48938755126168226,0.21460983622863627,-0.45152963894459885,-0.08981332150211324,-0.15754480864159523,-0.811367674598829,-0.7391804342772729
195,earli,0.0012438774913185483,-0.07604909249745836,-0.048989487486208495,-0.1415493779384802,0.10506422988849645,-0.1195746902169135,-0.14591684845157885,0.2971338919178201,0.24874570600081627,0.18026377795526446
196,earth,3.5669429402525132,3.2197653185444386,1.546639165204445,-1.2261972933048053,1.0546485435162267,4.595976558016031,-5.440304456608763,0.045067831516378,0.369263676181283,0.4621130665018611
197,east,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,eat,-0.02181498728142277,-0.07468739026338661,0.13990278987264093,0.2479364491952669,0.3144558673376138,-0.1010985997921626,0.06053675940147227,-0.17610879094846343,0.1768766180291655,0.3596770069556419
199,ecolog,0.0394723600396463,-0.008092385632250553,-0.03331171103512732,0.23607374717460317,-0.10946970456787325,-0.07608567242467056,-0.059092927119752954,0.1937651108615389,-0.04661745466552283,0.06125491381134778
200,ecosia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,educ,3.276800764471931,-3.2012214376132904,-1.4530982463958468,0.4923554576552247,-0.1696021448752744,-0.6011842687636454,-0.6608247549505912,0.1708561674136046,-0.06138842475625995,0.1474306308950087
202,educt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,effect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,effort,0.38680843829714295,-0.06833601986595982,0.8383786029431488,-0.5232647515145689,0.26589910874700634,-0.4118808720155162,-0.025426225641159185,0.025092214702649218,-0.7878643385324273,-1.0418528902945934
205,eldest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,elect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,electr,0.03149720293893244,0.013915934374187875,0.155796218791443,-0.07666523648798011,-0.19872938379506017,0.022321855551848825,-0.16860465192563764,-0.35820764646823233,0.14545526573191453,0.2768554399114243
208,email,0.09643270785613925,0.03198368586883302,0.25688668615919574,-0.2258297389761413,0.035636187919246894,-0.24358834487842537,0.0879535478848565,-0.15656841589842052,0.38761472393250235,0.4888984066431649
209,embarrass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
